t1701161974,variable,t1701161974,"People, One Star, Fucking Nightmare, Would Not Recommend Sarcastic Review T-Shirt",1,0,visible,,"<h2 class=""h__h2--secondary m-design__h2"">I Hate People T-Shirt</h2><div class=""m-google-faq off jsDesignRelatedTags""><div class=""m-google-faq__title jsToggleCtrl"" data-toggle="".jsDesignRelatedTags""><span class=""h h--6 h--no-transform m-google-faq__subtitles"">Where can I find other i hate people designs?</span><span class=""teepublicon teepublicon--dark-default teepublicon-background--transparent teepublicon-spacing--right""><svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 50 50"" width=""16"" height=""16"" aria-labelledby=""title""><path d=""M10.032 6.295 28.742 25l-18.71 18.705a1.058 1.058 0 0 0 0 1.496l4.49 4.49a1.059 1.059 0 0 0 1.497 0l23.949-23.943a1.058 1.058 0 0 0 0-1.496l-4.49-4.49-.002-.001L16.019.31a1.058 1.058 0 0 0-1.496 0l-4.49 4.489a1.058 1.058 0 0 0 0 1.496Z""></path><title>Expand or collapse section.</title></svg></span></div><div class=""m-google-faq__content""><span>In addition to i hate people designs, you can explore the marketplace for introvert,  anti social, and funny designs sold by independent artists.</span></div></div><div class=""m-google-faq off jsDesignMaterials""><div class=""m-google-faq__title jsToggleCtrl"" data-toggle="".jsDesignMaterials""><span class=""h h--6 h--no-transform m-google-faq__subtitles"">What material is this item made of?</span><span class=""teepublicon teepublicon--dark-default teepublicon-background--transparent teepublicon-spacing--right""><svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 50 50"" width=""16"" height=""16"" aria-labelledby=""title""><path d=""M10.032 6.295 28.742 25l-18.71 18.705a1.058 1.058 0 0 0 0 1.496l4.49 4.49a1.059 1.059 0 0 0 1.497 0l23.949-23.943a1.058 1.058 0 0 0 0-1.496l-4.49-4.49-.002-.001L16.019.31a1.058 1.058 0 0 0-1.496 0l-4.49 4.489a1.058 1.058 0 0 0 0 1.496Z""></path><title>Expand or collapse section.</title></svg></span></div><div class=""m-google-faq__content""><p><span class=""jsGarmentDescription2"">Cotton/Poly blend. The softest in the business and the perfect weight for a graphic tee</span><a data-canvas=""T-Shirt"" class=""link m-design__info-modal-ctrl jsGarmentInfoModalShow link--1 link--default link--strong""> Learn&nbsp;More&nbsp;»</a></p></div></div><div class=""m-google-faq off jsDesignShipping""><div class=""m-google-faq__title jsToggleCtrl"" data-toggle="".jsDesignShipping""><span class=""h h--6 h--no-transform m-google-faq__subtitles"">What USA ship methods are available?</span><span class=""teepublicon teepublicon--dark-default teepublicon-background--transparent teepublicon-spacing--right""><svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 50 50"" width=""16"" height=""16"" aria-labelledby=""title""><path d=""M10.032 6.295 28.742 25l-18.71 18.705a1.058 1.058 0 0 0 0 1.496l4.49 4.49a1.059 1.059 0 0 0 1.497 0l23.949-23.943a1.058 1.058 0 0 0 0-1.496l-4.49-4.49-.002-.001L16.019.31a1.058 1.058 0 0 0-1.496 0l-4.49 4.489a1.058 1.058 0 0 0 0 1.496Z""></path><title>Expand or collapse section.</title></svg></span></div><div class=""m-google-faq__content""><p>UPS MI Domestic (6-8 Business Days)</p><p>FedEx 2-Day (4-6 Business Days)</p><p><span class=""m-google-faq__note"">Estimates include printing and processing time.</span><a href=""https://www.teepublic.com/shipping"" class=""link--strong"">&nbsp;More Shipping Info&nbsp;»</a></p></div></div><div class=""m-google-faq on jsDesignReturns""><div class=""m-google-faq__title jsToggleCtrl"" data-toggle="".jsDesignReturns""><span class=""h h--6 h--no-transform m-google-faq__subtitles"">What is the Return/Exchange policy?</span><span class=""teepublicon teepublicon--dark-default teepublicon-background--transparent teepublicon-spacing--right""><svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 50 50"" width=""16"" height=""16"" aria-labelledby=""title""><path d=""M10.032 6.295 28.742 25l-18.71 18.705a1.058 1.058 0 0 0 0 1.496l4.49 4.49a1.059 1.059 0 0 0 1.497 0l23.949-23.943a1.058 1.058 0 0 0 0-1.496l-4.49-4.49-.002-.001L16.019.31a1.058 1.058 0 0 0-1.496 0l-4.49 4.489a1.058 1.058 0 0 0 0 1.496Z""></path><title>Expand or collapse section.</title></svg></span></div><div class=""m-google-faq__content""><p>We want you to love your order! If for any reason you don't, let us know and we’ll make things right.<a href=""https://www.teepublic.com/refunds-and-returns"" class=""strong"">&nbsp;Learn&nbsp;More&nbsp;»</a></p></div></div>",,,taxable,,1,,,0,0,,,,,1,,,,"Classic T-Shirt,Heavyweight T-Shirt,Ringer T-Shirt,Tall T-Shirt,V-Neck T-Shirt,Dolman Tri-Blend T-Shirt (Extra Soft),Eco T-Shirt (Recycled + Organic),Active T-Shirt,Tri-Blend T-Shirt (Extra Soft),Slouchy V-Neck,Slouchy T-Shirt,Curvy T-Shirt,Premium T-Shirt,Curvy V-Neck",,,"https://res.cloudinary.com/teepublic/image/private/s--Y-LiqpKO--/t_Resized%20Artwork/c_crop,x_10,y_10/c_fit,w_470/c_crop,g_north_west,h_626,w_470,x_0,y_0/g_north_west,u_upload:v1571669486:production:blanks:q8ctvh4zsjxclphc3imk,x_-395,y_-325/b_rgb:eeeeee/c_limit,f_auto,h_630,q_auto:good:420,w_630/v1691540648/production/designs/8085793_1.jpg",,,,,,,,,0,Gender,"Male Fit,Female Fit",1,1,Male Fit,Style,"Classic T-Shirt,Heavyweight T-Shirt,Ringer T-Shirt,Tall T-Shirt,V-Neck T-Shirt,Dolman Tri-Blend T-Shirt (Extra Soft),Eco T-Shirt (Recycled + Organic),Active T-Shirt,Tri-Blend T-Shirt (Extra Soft),Slouchy V-Neck,Slouchy T-Shirt,Curvy T-Shirt,Premium T-Shirt,Curvy V-Neck",1,1,Classic T-Shirt,Size,"M,L,S,XL,2XL,3XL,5XL,4XL,2 (18-20),3 (22-24),1 (14-16),4 (26-28)",1,1,M,Color,"Hot Pink,Red Heather,Vintage Green,Kelly,Heather,White,Creme,Soft Pink,Red,Slate,Yellow,Teal,Turquoise Heather,Mint,Light Blue,Orange,Tie Dye,Coastal Blue,White/Navy,White/Red,Vintage Heather,Vintage White,Heather Sea Blue",1,1,Hot Pink
t1701161974-0,variation,t1701161974-0,"People, One Star, Fucking Nightmare, Would Not Recommend Sarcastic Review T-Shirt",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,1,,,15,Classic T-Shirt,,,"https://res.cloudinary.com/teepublic/image/private/s--Y-LiqpKO--/t_Resized%20Artwork/c_crop,x_10,y_10/c_fit,w_470/c_crop,g_north_west,h_626,w_470,x_0,y_0/g_north_west,u_upload:v1571669486:production:blanks:q8ctvh4zsjxclphc3imk,x_-395,y_-325/b_rgb:eeeeee/c_limit,f_auto,h_630,q_auto:good:420,w_630/v1691540648/production/designs/8085793_1.jpg",,,t1701161974,,,,,,0,Gender,Male Fit,,1,,Style,Classic T-Shirt,,1,,Size,M,,1,,Color,Hot Pink,,1,
t1701161974-1,variation,t1701161974-1,"People, One Star, Fucking Nightmare, Would Not Recommend Sarcastic Review T-Shirt",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,1,,,15,Classic T-Shirt,,,"https://res.cloudinary.com/teepublic/image/private/s--Y-LiqpKO--/t_Resized%20Artwork/c_crop,x_10,y_10/c_fit,w_470/c_crop,g_north_west,h_626,w_470,x_0,y_0/g_north_west,u_upload:v1571669486:production:blanks:q8ctvh4zsjxclphc3imk,x_-395,y_-325/b_rgb:eeeeee/c_limit,f_auto,h_630,q_auto:good:420,w_630/v1691540648/production/designs/8085793_1.jpg",,,t1701161974,,,,,,1,Gender,Male Fit,,1,,Style,Classic T-Shirt,,1,,Size,L,,1,,Color,Hot Pink,,1,
t1701161974-2,variation,t1701161974-2,"People, One Star, Fucking Nightmare, Would Not Recommend Sarcastic Review T-Shirt",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,1,,,15,Classic T-Shirt,,,"https://res.cloudinary.com/teepublic/image/private/s--yNbzrWHb--/t_Resized%20Artwork/c_crop,x_10,y_10/c_fit,w_462/c_crop,g_north_west,h_616,w_462,x_0,y_0/g_north_west,u_upload:v1446840669:production:blanks:apenrvn7taa8k7dtvsqr,x_-399,y_-307/b_rgb:eeeeee/c_limit,f_auto,h_630,q_auto:good:420,w_630/v1691540648/production/designs/8085793_1.jpg",,,t1701161974,,,,,,2,Gender,Male Fit,,1,,Style,Classic T-Shirt,,1,,Size,M,,1,,Color,Red Heather,,1,
t1701161974-3,variation,t1701161974-3,"People, One Star, Fucking Nightmare, Would Not Recommend Sarcastic Review T-Shirt",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,1,,,15,Classic T-Shirt,,,"https://res.cloudinary.com/teepublic/image/private/s--6owMPRjC--/t_Resized%20Artwork/c_crop,x_10,y_10/c_fit,w_462/c_crop,g_north_west,h_616,w_462,x_0,y_0/g_north_west,u_upload:v1571669497:production:blanks:exwlg9dytguqtr56k6dz,x_-399,y_-307/b_rgb:eeeeee/c_limit,f_auto,h_630,q_auto:good:420,w_630/v1691540648/production/designs/8085793_1.jpg",,,t1701161974,,,,,,3,Gender,Male Fit,,1,,Style,Classic T-Shirt,,1,,Size,M,,1,,Color,Vintage Green,,1,
t1701161974-4,variation,t1701161974-4,"People, One Star, Fucking Nightmare, Would Not Recommend Sarcastic Review T-Shirt",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,1,,,15,Classic T-Shirt,,,"https://res.cloudinary.com/teepublic/image/private/s--pYYAPUKJ--/t_Resized%20Artwork/c_crop,x_10,y_10/c_fit,w_430/c_crop,g_north_west,h_573,w_430,x_0,y_0/g_north_west,u_upload:v1462829029:production:blanks:bdrmiqtxqhyykkqnfs4d,x_-410,y_-350/b_rgb:eeeeee/c_limit,f_auto,h_630,q_auto:good:420,w_630/v1691540648/production/designs/8085793_1.jpg",,,t1701161974,,,,,,4,Gender,Female Fit,,1,,Style,Classic T-Shirt,,1,,Size,L,,1,,Color,Kelly,,1,
t1701161974-5,variation,t1701161974-5,"People, One Star, Fucking Nightmare, Would Not Recommend Sarcastic Review T-Shirt",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,1,,,15,Classic T-Shirt,,,"https://res.cloudinary.com/teepublic/image/private/s--e3lCSq04--/t_Resized%20Artwork/c_crop,x_10,y_10/c_fit,w_470/c_crop,g_north_west,h_626,w_470,x_0,y_0/g_north_west,u_upload:v1462829018:production:blanks:ekerz3afkzxin2pgqj8h,x_-395,y_-325/b_rgb:eeeeee/c_limit,f_auto,h_630,q_auto:good:420,w_630/v1691540648/production/designs/8085793_1.jpg",,,t1701161974,,,,,,5,Gender,Male Fit,,1,,Style,Classic T-Shirt,,1,,Size,S,,1,,Color,Heather,,1,
t1701161974-6,variation,t1701161974-6,"People, One Star, Fucking Nightmare, Would Not Recommend Sarcastic Review T-Shirt",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,1,,,15,Classic T-Shirt,,,"https://res.cloudinary.com/teepublic/image/private/s--ICbh5IdP--/t_Resized%20Artwork/c_crop,x_10,y_10/c_fit,w_470/c_crop,g_north_west,h_626,w_470,x_0,y_0/g_north_west,u_upload:v1462829024:production:blanks:a59x1cgomgu5lprfjlmi,x_-395,y_-325/b_rgb:eeeeee/c_limit,f_auto,h_630,q_auto:good:420,w_630/v1691540648/production/designs/8085793_1.jpg",,,t1701161974,,,,,,6,Gender,Male Fit,,1,,Style,Classic T-Shirt,,1,,Size,L,,1,,Color,White,,1,
t1701161974-7,variation,t1701161974-7,"People, One Star, Fucking Nightmare, Would Not Recommend Sarcastic Review T-Shirt",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,1,,,15,Classic T-Shirt,,,"https://res.cloudinary.com/teepublic/image/private/s--w_x-5W-U--/t_Resized%20Artwork/c_crop,x_10,y_10/c_fit,w_430/c_crop,g_north_west,h_573,w_430,x_0,y_0/g_north_west,u_upload:v1462829027:production:blanks:otmkddzpxvsfdeqwnupa,x_-410,y_-350/b_rgb:eeeeee/c_limit,f_auto,h_630,q_auto:good:420,w_630/v1691540648/production/designs/8085793_1.jpg",,,t1701161974,,,,,,7,Gender,Female Fit,,1,,Style,Classic T-Shirt,,1,,Size,M,,1,,Color,Creme,,1,
t1701161974-8,variation,t1701161974-8,"People, One Star, Fucking Nightmare, Would Not Recommend Sarcastic Review T-Shirt",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,1,,,15,Classic T-Shirt,,,"https://res.cloudinary.com/teepublic/image/private/s--fUn6Ovkc--/t_Resized%20Artwork/c_crop,x_10,y_10/c_fit,w_470/c_crop,g_north_west,h_626,w_470,x_0,y_0/g_north_west,u_upload:v1681922651:production:blanks:y1sjpsm3xn47pc1r6s6f,x_-395,y_-325/b_rgb:eeeeee/c_limit,f_auto,h_630,q_auto:good:420,w_630/v1691540648/production/designs/8085793_1.jpg",,,t1701161974,,,,,,8,Gender,Male Fit,,1,,Style,Classic T-Shirt,,1,,Size,XL,,1,,Color,Soft Pink,,1,
